(13, 178),
(2, 179),
(1, 180),
(18, 181),
(29, 182),
(23, 183),
(25, 184),
(20, 185),
(7, 186),
(15, 187),
(21, 188),
(9, 189),
(16, 190),
(5, 191),
(20, 192),
(2, 193),
(25, 194),
(14, 195),
(15, 196),
(8, 197),
(26, 198),
(18, 199),
(7, 200),
(21, 201),
(27, 202),
(15, 203),
(1, 204),
(9, 205),
(23, 206),
(24, 207),
(7, 208),
(26, 209),
(19, 210),
(29, 211),
(19, 212),
(28, 213),
(22, 214),
(8, 215),
(25, 216),
(1, 217),
(27, 218),
(28, 219),
(5, 220),
(7, 221),
(23, 222),
(16, 223),
(6, 224),
(7, 225),
(12, 226),
(1, 227),
(11, 228),
(11, 229),
(10, 230),
(16, 231),
(11, 232),
(2, 233),
(5, 234),
(9, 235),
(24, 236),
(9, 237),
(1, 238),
(14, 239),
(16, 240),
(6, 241),
(8, 242),
(13, 243),
(15, 244),
(6, 245),
(19, 246),
(5, 247),
(20, 248),
(13, 249),
(29, 250),
(10, 251),
(4, 252),
(20, 253),
(11, 254),
(16, 255),
(4, 256),
(7, 257),
(6, 258),
(6, 259),
(10, 260),
(7, 261),
(23, 262),
(3, 263),
(8, 264),
(15, 265),
(13, 266),
(4, 267),
(3, 268),
(20, 269),
(7, 270),
(3, 271),
(10, 272),
(20, 273),
(10, 274),
(25, 275),
(29, 276),
(9, 277),
(15, 278),
(26, 279),
(28, 280),
(2, 281),
(29, 282),
(5, 283),
(6, 284),
(22, 285),
(9, 286),
(9, 287),
(16, 288),
(25, 289),
(11, 290),
(10, 291),
(9, 292),
(1, 293),
(8, 294),
(25, 295),
(15, 296),
(23, 297),
(12, 298),
(6, 299),
(12, 300),
(25, 301),
(13, 302),
(23, 303),
(12, 304),
(26, 305),
(27, 306),
(29, 307),
(6, 308),
(3, 309),
(5, 310),
(27, 311),
(22, 312),
(24, 313),
(7, 314),
(8, 315),
(15, 316),
(8, 317),
(11, 318),
(11, 319),
(20, 320),
(1, 321),
(29, 322),
(26, 323),
(28, 324),
(16, 325),
(9, 326),
(12, 327),
(24, 328),
(22, 329),
(29, 330),
(15, 331),
(23, 332),
(29, 333),
(7, 334),
(18, 335),
(9, 336),
(24, 337),
(17, 338),
(27, 339),
(19, 340),
(25, 341),
(26, 342),
(21, 343),
(15, 344),
(29, 345),
(6, 346),
(28, 347),
(1, 348),
(20, 349),
(6, 350),
(23, 351),
(26, 352),
(15, 353),
(28, 354),
(22, 355),
(19, 356),
(9, 357),
(6, 358),
(16, 359),
(6, 360),
(22, 361),
(14, 362),
(5, 363),
(2, 364),
(27, 365),
(24, 366),
(18, 367),
(4, 368),
(15, 369),
(11, 370),
(5, 371),
(11, 372),
(22, 373),
(24, 374),
(4, 375),
(15, 376),
(25, 377),
(25, 378),
(4, 379),
(9, 380),
(6, 381),
(12, 382),
(9, 383),
(7, 384),
(7, 385),
(20, 386),
(12, 387),
(22, 388),
(17, 389),
(29, 390),
(12, 391),
(18, 392),
(17, 393),
(10, 394),
(18, 395),
(29, 396),
(9, 397),
(10, 398),
(12, 399),
(27, 400),
(21, 401),
(25, 402),
(1, 403),
(11, 404),
(25, 405),
(3, 406),
(21, 407),
(14, 408),
(10, 409),
(6, 410),
(28, 411),
(13, 412),
(6, 413),
(3, 414),
(29, 415),
(1, 416),
(18, 417),
(18, 418),
(16, 419),
(2, 420),
(27, 421),
(10, 422),
(11, 423),
(18, 424),
(7, 425),
(22, 426),
(10, 427),
(29, 428),
(12, 429),
(14, 430),
(21, 431),
(17, 432),
(5, 433),
(10, 434),
(17, 435),
(6, 436),
(28, 437),
(21, 438),
(13, 439),
(17, 440),
(13, 441),
(10, 442),
(13, 443),
(2, 444),
(26, 445),
(12, 446),
(1, 447),
(3, 448),
(13, 449),
(16, 450),
(27, 451),
(16, 452),
(1, 453),
(24, 454),
(20, 455),
(11, 456),
(12, 457),
(22, 458),
(21, 459),
(19, 460),
(17, 461),
(4, 462),
(10, 463),
(21, 464),
(19, 465),
(21, 466),
(9, 467),
(23, 468),
(9, 469),
(4, 470),
(25, 471),
(11, 472),
(9, 473),
(18, 474),
(19, 475),
(1, 476),
(5, 477),
(18, 478),
(18, 479),
(15, 480),
(14, 481),
(8, 482),
(13, 483),
(12, 484),
(15, 485),
(10, 486),
(17, 487),
(2, 488),
(21, 489),
(15, 490),
(4, 491),
(5, 492),
(17, 493),
(20, 494),
(10, 495),
(13, 496),
(20, 497),
(3, 498),
(13, 499),
(16, 500),
(19, 501),
(23, 502),
(3, 503),
(12, 504),
(1, 505),
(26, 506),
(20, 507),
(26, 508),
(24, 509),
(7, 510),
(12, 511),
(18, 512),
(28, 513),
(21, 514),
(10, 515),
(3, 516),
(3, 517),
(2, 518),
(23, 519),
(6, 520),
(20, 521),
(24, 522),
(14, 523),
(5, 524),
(17, 525),
(4, 526),
(10, 527),
(9, 528),
(12, 529),
(28, 530),
(15, 531),
(22, 532),
(20, 533),
(28, 534),
(15, 535),
(22, 536),
(14, 537),
(11, 538),
(16, 539),
(26, 540),
(27, 541),
(12, 542),
(2, 543),
(3, 544),
(24, 545),
(3, 546),
(26, 547),
(5, 548),
(10, 549),
(7, 550),
(27, 551),
(17, 552),
(17, 553),
(28, 554),
(20, 555),
(23, 556),
(27, 557),
(23, 558),
(11, 559),
(25, 560),
(14, 561),
(17, 562),
(23, 563),
(7, 564),
(18, 565),
(27, 566),
(11, 567),
(25, 568),
(11, 569),
(11, 570),
(17, 571),
(3, 572),
(12, 573),
(22, 574),
(26, 575),
(19, 576),
(16, 577),
(10, 578),
(8, 579),
(19, 580),
(29, 581),
(14, 582),
(18, 583),
(7, 584),
(19, 585),
(18, 586),
(16, 587),
(28, 588),
(20, 589),
(28, 590),
(18, 591),
(28, 592),
(10, 593),
(16, 594),
(14, 595),
(3, 596),
(25, 597),
(10, 598),
(21, 599),
(23, 600),
(22, 601),
(16, 602),
(18, 603),
(26, 604),
(3, 605),
(3, 606),
(1, 607),
(13, 608),
(24, 609),
(25, 610),
(13, 611),
(5, 612),
(7, 613),
(12, 614),
(8, 615),
(16, 616),
(23, 617),
(8, 618),
(1, 619),
(27, 620),
(24, 621),
(4, 622),
(21, 623),
(26, 624),
(2, 625),
(15, 626),
(21, 627),
(25, 628),
(10, 629),
(26, 630),
(23, 631),
(17, 632),
(14, 633),
(8, 634),
(8, 635),
(19, 636),
(20, 637),
(27, 638),
(20, 639),
(6, 640),
(5, 641),
(14, 642),
(18, 643),
(10, 644),
(22, 645),
(6, 646),
(21, 647),
(1, 648),
(2, 649),
(18, 650),
(15, 651),
(2, 652),
(15, 653),
(8, 654),
(3, 655),
(5, 656),
(25, 657),
(16, 658),
(6, 659),
(27, 660),
(19, 661),
(2, 662),
(10, 663),
(25, 664),
(3, 665),
(12, 666),
(11, 667),
(15, 668),
(9, 669),
(14, 670),
(19, 671),
(12, 672),
(22, 673),
(21, 674),
(25, 675),
(28, 676),
(8, 677),
(22, 678),
(18, 679),
(28, 680),
(26, 681),
(15, 682),
(13, 683),
(28, 684),
(14, 685),
(7, 686),
(18, 687),
(2, 688),
(6, 689),
(8, 690),
(21, 691),
(1, 692),
(22, 693),
(13, 694),
(14, 695),
(20, 696),
(3, 697),
(28, 698),
(23, 699),
(22, 700),
(2, 701),
(23, 702),
(4, 703),
(22, 704),
(23, 705),
(6, 706),
(21, 707),
(29, 708),
(5, 709),
(24, 710),
(12, 711),
(9, 712),
(3, 713),
(25, 714),
(10, 715),
(18, 716),
(28, 717),
(23, 718),
(16, 719),
(4, 720),
(9, 721),
(14, 722),
(7, 723),
(9, 724),
(22, 725),
(26, 726),
(16, 727),
(25, 728),
(6, 729),
(15, 730),
(11, 731),
(3, 732),
(1, 733),
(11, 734),
(22, 735),
(23, 736),
(22, 737),
(12, 738),
(16, 739),
(12, 740),
(16, 741),
(18, 742),
(14, 743),
(6, 744),
(19, 745),
(27, 746),
(21, 747),
(4, 748),
(16, 749),
(17, 750),
(21, 751),
(27, 752),
(13, 753),
(1, 754),
(28, 755),
(4, 756),
(1, 757),
(9, 758),
(11, 759),
(5, 760),
(25, 761),
(13, 762),
(6, 763),
(11, 764),
(7, 765),
(15, 766),
(27, 767),
(29, 768),
(6, 769),
(18, 770),
(18, 771),
(13, 772),
(11, 773),
(14, 774),
(9, 775),
(8, 776),
(3, 777),
(26, 778),
(20, 779),
(11, 780),
(20, 781),
(13, 782),
(27, 783),
(9, 784),
(26, 785),
(29, 786),
(27, 787),
(23, 788),
(16, 789),
(14, 790),
(25, 791),
(2, 792),
(10, 793),
(20, 794),
(8, 795),
(16, 796),
(10, 797),
(22, 798),
(7, 799),
(23, 800),
(20, 801),
(4, 802),
(23, 803),
(4, 804),
(1, 805),
(26, 806),
(7, 807),
(14, 808),
(24, 809),
(20, 810),
(12, 811),
(3, 812),
(29, 813),
(27, 814),
(18, 815),
(15, 816),
(28, 817),
(24, 818),
(15, 819),
(22, 820),
(13, 821),
(7, 822),
(15, 823),
(17, 824),
(21, 825),
(18, 826),
(28, 827),
(21, 828),
(27, 829),
(12, 830),
(11, 831),
(7, 832),
(23, 833),
(25, 834),
(10, 835),
(2, 836),
(24, 837),
(23, 838),
(9, 839),
(6, 840),
(7, 841),
(24, 842),
(3, 843),
(7, 844),
(5, 845),
(7, 846),
(22, 847),
(28, 848),
(7, 849),
(3, 850),
(19, 851),
(24, 852),
(24, 853),
(20, 854),
(18, 855),
(12, 856),
(7, 857),
(4, 858),
(9, 859),
(23, 860),
(20, 861),
(22, 862),
(6, 863),
(15, 864),
(24, 865),
(23, 866),
(1, 867),
(7, 868),
(7, 869),
(29, 870),
(8, 871),
(11, 872),
(3, 873),
(1, 874),
(4, 875),
(13, 876),
(26, 877),
(4, 878),
(1, 879),
(27, 880),
(8, 881),
(11, 882),
(22, 883),
(5, 884),
(27, 885),
(1, 886),
(10, 887),
(11, 888),
(28, 889),
(6, 890),
(4, 891),
(26, 892),
(15, 893),
(28, 894),
(24, 895),
(1, 896),
(8, 897),
(6, 898),
(9, 899),
(13, 900),
(26, 901),
(28, 902),
(3, 903),
(2, 904),
(14, 905),
(11, 906),
(11, 907),
(25, 908),
(8, 909),
(12, 910),
(7, 911),
(20, 912),
(9, 913),
(6, 914),
(8, 915),
(14, 916),
(14, 917),
(10, 918),
(7, 919),
(1, 920),
(20, 921),
(11, 922),
(14, 923),
(12, 924),
(22, 925),
(21, 926),
(11, 927),
(15, 928),
(23, 929),
(22, 930),
(3, 931),
(19, 932),
(4, 933),
(26, 934),
(12, 935),
(9, 936),
(18, 937),
(11, 938),
(26, 939),
(5, 940),
(5, 941),
(9, 942),
(28, 943),
(25, 944),
(7, 945),
(13, 946),
(14, 947),
(28, 948),
(4, 949),
(18, 950),
(1, 951),
(16, 952),
(27, 953),
(22, 954),
(18, 955),
(7, 956),
(1, 957),
(25, 958),
(21, 959),
(16, 960),
(14, 961),
(29, 962),
(13, 963),
(24, 964),
(21, 965),
(24, 966),
(13, 967),
(29, 968),
(7, 969),
(25, 970),
(22, 971),
(29, 972),
(3, 973),
(12, 974),
(17, 975),
(27, 976),
(4, 977),
(1, 978),
(6, 979),
(24, 980),
(13, 981),
(11, 982),
(13, 983),
(27, 984),
(13, 985),
(7, 986),
(24, 987),
(1, 988),
(2, 989),
(7, 990),
(11, 991),
(9, 992),
(5, 993),
(2, 994),
(18, 995),
(22, 996),
(23, 997),
(6, 998),
(2, 999),
(7, 1000),
(28, 1001),
(8, 1002),
(7, 1003),
(10, 1004),
(9, 1005),
(21, 1006),
(6, 1007),
(4, 1008),
(16, 1009),
(17, 1010),
(9, 1011),
(17, 1012),
(28, 1013),
(29, 1014),
(18, 1015),
(7, 1016),
(22, 1017),
(23, 1018),
(20, 1019),
(1, 1020),
(24, 1021),
(1, 1022),
(1, 1023),
(10, 1024),
(6, 1025),
(22, 1026),
(15, 1027),
(16, 1028),
(3, 1029),
(21, 1030),
(7, 1031),
(23, 1032),
(5, 1033),
(7, 1034),
(6, 1035),
(10, 1036),
(26, 1037),
(27, 1038),
(10, 1039),
(14, 1040),
(18, 1041),
(21, 1042),
(24, 1043),
(12, 1044),
(14, 1045),
(25, 1046),
(14, 1047),
(13, 1048),
(29, 1049),
(3, 1050),
(20, 1051),
(26, 1052),
(28, 1053),
(4, 1054),
(27, 1055),
(28, 1056),
(9, 1057),
(15, 1058),
(4, 1059),
(25, 1060),
(10, 1061),
(5, 1062),
(16, 1063),
(28, 1064),
(26, 1065),
(11, 1066),
(21, 1067),
(14, 1068),
(11, 1069),
(29, 1070),
(13, 1071),
(5, 1072),
(22, 1073),
(8, 1074),
(26, 1075),
(22, 1076),
(17, 1077),
(8, 1078),
(14, 1079),
(3, 1080),
(4, 1081),
(19, 1082),
(27, 1083),
(28, 1084),
(11, 1085),
(22, 1086),
(17, 1087),
(19, 1088),
(25, 1089),
(5, 1090),
(14, 1091),
(23, 1092),
(2, 1093),
(23, 1094),
(2, 1095),
(14, 1096),
(2, 1097),
(6, 1098),
(25, 1099),
(22, 1100),
(18, 1101),
(27, 1102),
(22, 1103),
(3, 1104),
(9, 1105),
(26, 1106),
(19, 1107),
(2, 1108),
(21, 1109),
(1, 1110),
(17, 1111),
(21, 1112),
(8, 1113),
(20, 1114),
(2, 1115),
(14, 1116),
(7, 1117),
(14, 1118),
(3, 1119),
(19, 1120),
(7, 1121),
(15, 1122),
(16, 1123),
(23, 1124),
(15, 1125),
(20, 1126),
(12, 1127),
(25, 1128),
(2, 1129),
(18, 1130),
(29, 1131),
(7, 1132),
(16, 1133),
(28, 1134),
(18, 1135),
(20, 1136),
(26, 1137),
(28, 1138),
(10, 1139),
(2, 1140),
(1, 1141),
(24, 1142),
(14, 1143),
(28, 1144),
(8, 1145),
(21, 1146),
(22, 1147),
(18, 1148),
(1, 1149),
(14, 1150),
(6, 1151),
(2, 1152),
(14, 1153),
(6, 1154),
(20, 1155),
(26, 1156),
(25, 1157),
(21, 1158),
(7, 1159),
(25, 1160),
(12, 1161),
(5, 1162),
(2, 1163),
(27, 1164),
(24, 1165),
(22, 1166),
(23, 1167),
(29, 1168),
(6, 1169),
(17, 1170),
(24, 1171),
(2, 1172),
(23, 1173),
(9, 1174),
(2, 1175),
(10, 1176),
(16, 1177),
(6, 1178),
(26, 1179),
(28, 1180),
(29, 1181),
(23, 1182),
(24, 1183),
(29, 1184),
(9, 1185),
(5, 1186),
(7, 1187),
(10, 1188),
(19, 1189),
(11, 1190),
(21, 1191),
(9, 1192),
(25, 1193),
(3, 1194),
(7, 1195),
(22, 1196),
(29, 1197),
(27, 1198),
(6, 1199),
(29, 1200),
(8, 1201),
(3, 1202),
(9, 1203),
(17, 1204),
(29, 1205),
(5, 1206),
(7, 1207),
(6, 1208),
(11, 1209),
(11, 1210),
(19, 1211),
(3, 1212),
(24, 1213),
(4, 1214),
(29, 1215),
(1, 1216),
(7, 1217),
(28, 1218),
(7, 1219),
(3, 1220),
(16, 1221),
(1, 1222),
(10, 1223),
(29, 1224),
(13, 1225),
(7, 1226),
(24, 1227),
(27, 1228),
(15, 1229),
(29, 1230),
(20, 1231),
(8, 1232),
(14, 1233),
(12, 1234),
(5, 1235),
(2, 1236),
(8, 1237),
(12, 1238),
(22, 1239),
(23, 1240),
(3, 1241),
(13, 1242),
(7, 1243),
(21, 1244),
(13, 1245),
(24, 1246),
(24, 1247),
(25, 1248),
(2, 1249),
(13, 1250),
(15, 1251),
(28, 1252),
(10, 1253),
(16, 1254),
(6, 1255),
(5, 1256),
(6, 1257),
(8, 1258),
(12, 1259),
(11, 1260),
(20, 1261),
(11, 1262),
(13, 1263),
(21, 1264),
(12, 1265),
(4, 1266),
(9, 1267),
(6, 1268),
(23, 1269),
(3, 1270),
(15, 1271),
(16, 1272),
(22, 1273),
(28, 1274),
(11, 1275),
(14, 1276),
(8, 1277),
(27, 1278),
(23, 1279),
(10, 1280),
(12, 1281),
(26, 1282),
(2, 1283),
(24, 1284),
(29, 1285),
(27, 1286),
(6, 1287),
(23, 1288),
(20, 1289),
(10, 1290),
(3, 1291),
(21, 1292),
(24, 1293),
(20, 1294),
(3, 1295),
(19, 1296),
(10, 1297),
(13, 1298),
(15, 1299),
(6, 1300),
(22, 1301),
(5, 1302),
(4, 1303),
(28, 1304),
(1, 1305),
(18, 1306),
(19, 1307),
(25, 1308),
(17, 1309),
(22, 1310),
(7, 1311),
(19, 1312),
(26, 1313),
(2, 1314),
(20, 1315),
(3, 1316),
(8, 1317),
(11, 1318),
(22, 1319),
(14, 1320),
(7, 1321),
(23, 1322),
(12, 1323),
(3, 1324),
(2, 1325),
(9, 1326),
(20, 1327),
(6, 1328),
(17, 1329),
(17, 1330),
(5, 1331),
(12, 1332),
(26, 1333),
(18, 1334),
(14, 1335),
(9, 1336),
(9, 1337),
(28, 1338),
(9, 1339),
(11, 1340),
(5, 1341),
(14, 1342),
(8, 1343),
(22, 1344),
(3, 1345),
(23, 1346),
(17, 1347),
(13, 1348),
(12, 1349),
(12, 1350),
(14, 1351),
(14, 1352),
(27, 1353),
(6, 1354),
(26, 1355),
(19, 1356),
(24, 1357),
(7, 1358),
(10, 1359),
(24, 1360),
(20, 1361),
(11, 1362),
(5, 1363),
(1, 1364),
(11, 1365),
(24, 1366),
(22, 1367),
(24, 1368),
(2, 1369),
(18, 1370),
(11, 1371),
(27, 1372),
(4, 1373),
(5, 1374),
(20, 1375),
(1, 1376),
(1, 1377),
(16, 1378),
(18, 1379),
(24, 1380),
(29, 1381),
(19, 1382),
(15, 1383),
(26, 1384),
(7, 1385),
(20, 1386),
(15, 1387),
(29, 1388),
(29, 1389),
(4, 1390),
(18, 1391),
(5, 1392),
(25, 1393),
(1, 1394),
(4, 1395),
(16, 1396),
(25, 1397),
(4, 1398),
(24, 1399),
(3, 1400),
(16, 1401),
(24, 1402),
(21, 1403),
(14, 1404),
(7, 1405),
(25, 1406),
(9, 1407),
(11, 1408),
(27, 1409),
(19, 1410),
(17, 1411),
(19, 1412),
(9, 1413),
(8, 1414),
(21, 1415),
(6, 1416),
(23, 1417),
(12, 1418),
(23, 1419),
(1, 1420),
(8, 1421),
(16, 1422),
(24, 1423),
(4, 1424),
(29, 1425),
(13, 1426),
(26, 1427),
(22, 1428),
(23, 1429),
(25, 1430),
(14, 1431),
(22, 1432),
(13, 1433),
(26, 1434),
(22, 1435),
(4, 1436),
(5, 1437),
(4, 1438),
(17, 1439),
(8, 1440),
(3, 1441),
(9, 1442),
(22, 1443),
(11, 1444),
(20, 1445),
(5, 1446),
(9, 1447),
(4, 1448),
(8, 1449),
(10, 1450),
(17, 1451),
(29, 1452),
(13, 1453),
(19, 1454),
(19, 1455),
(5, 1456),
(18, 1457),
(6, 1458),
(5, 1459),
(18, 1460),
(3, 1461),
(9, 1462),
(8, 1463),
(9, 1464),
(6, 1465),
(7, 1466),
(1, 1467),
(2, 1468),
(4, 1469),
(18, 1470),
(8, 1471),
(10, 1472),
(2, 1473),
(1, 1474),
(21, 1475),
(3, 1476),
(8, 1477),
(5, 1478),
(21, 1479),
(15, 1480),
(21, 1481),
(12, 1482),
(29, 1483),
(20, 1484),
(13, 1485),
(27, 1486),
(6, 1487),
(27, 1488),
(5, 1489),
(16, 1490),
(14, 1491),
(26, 1492),
(26, 1493),
(5, 1494),
(18, 1495),
(9, 1496),
(11, 1497),
(15, 1498),
(11, 1499),
(4, 1500),
(27, 1501),
(4, 1502),
(15, 1503),
(29, 1504),
(1, 1505),
(16, 1506),
(15, 1507),
(19, 1508),
(28, 1509),
(15, 1510),
(22, 1511),
(19, 1512),
(2, 1513),
(16, 1514),
(12, 1515),
(4, 1516),
(6, 1517),
(7, 1518),
(1, 1519),
(1, 1520),
(17, 1521),
(27, 1522),
(11, 1523),
(16, 1524),
(19, 1525),
(6, 1526),
(22, 1527),
(19, 1528),
(5, 1529),
(28, 1530),
(4, 1531),
(14, 1532),
(29, 1533),
(21, 1534),
(5, 1535),
(10, 1536),
(20, 1537),
(21, 1538),
(24, 1539),
(24, 1540),
(18, 1541),
(19, 1542),
(24, 1543),
(25, 1544),
(20, 1545),
(16, 1546),
(25, 1547),
(10, 1548),
(28, 1549),
(6, 1550),
(19, 1551),
(7, 1552),
(3, 1553),
(8, 1554),
(24, 1555),
(24, 1556),
(15, 1557),
(29, 1558),
(13, 1559),
(13, 1560),
(7, 1561),
(6, 1562),
(15, 1563),
(14, 1564),
(22, 1565),
(6, 1566),
(11, 1567),
(15, 1568),
(26, 1569),
(16, 1570),
(19, 1571),
(23, 1572),
(17, 1573),
(4, 1574),
(21, 1575),
(3, 1576),
(20, 1577),
(15, 1578),
(24, 1579),
(9, 1580),
(24, 1581),
(21, 1582),
(6, 1583),
(18, 1584),
(11, 1585),
(7, 1586),
(2, 1587),
(1, 1588),
(26, 1589),
(7, 1590),
(19, 1591),
(19, 1592),
(2, 1593),
(28, 1594),
(17, 1595),
(24, 1596),
(12, 1597),
(22, 1598),
(5, 1599),
(29, 1600),
(1, 1601),
(29, 1602),
(2, 1603),
(26, 1604),
(10, 1605),
(2, 1606),
(7, 1607),
(6, 1608),
(27, 1609),
(4, 1610),
(27, 1611),
(10, 1612),
(13, 1613),
(23, 1614),
(9, 1615),
(8, 1616),
(19, 1617),
(25, 1618),
(9, 1619),
(8, 1620),
(9, 1621),
(28, 1622),
(11, 1623),
(11, 1624),
(1, 1625),
(12, 1626),
(5, 1627),
(4, 1628),
(19, 1629),
(28, 1630),
(23, 1631),
(13, 1632),
(13, 1633),
(13, 1634),
(9, 1635),
(17, 1636),
(12, 1637),
(12, 1638),
(14, 1639),
(26, 1640),
(15, 1641),
(25, 1642),
(5, 1643),
(20, 1644),
(6, 1645),
(15, 1646),
(6, 1647),
(3, 1648),
(14, 1649),
(11, 1650),
(6, 1651),
(20, 1652),
(13, 1653),
(8, 1654),
(3, 1655),
(6, 1656),
(7, 1657),
(12, 1658),
(2, 1659),
(10, 1660),
(1, 1661),
(24, 1662),
(21, 1663),
(16, 1664),
(1, 1665),
(20, 1666),
(6, 1667),
(24, 1668),
(21, 1669),
(24, 1670),
(4, 1671),
(16, 1672),
(21, 1673),
(12, 1674),
(10, 1675),
(4, 1676),
(11, 1677),
(16, 1678),
(9, 1679),
(26, 1680),
(10, 1681),
(8, 1682),
(1, 1683),
(22, 1684),
(15, 1685),
(6, 1686),
(4, 1687),
(26, 1688),
(9, 1689),
(9, 1690),
(18, 1691),
(28, 1692),
(5, 1693),
(14, 1694),
(10, 1695),
(8, 1696),
(6, 1697),
(9, 1698),
(17, 1699),
(7, 1700),
(27, 1701),
(20, 1702),
(3, 1703),
(21, 1704),
(23, 1705),
(20, 1706),
(16, 1707),
(9, 1708),
(18, 1709),
(16, 1710),
(22, 1711),
(20, 1712),
(26, 1713),
(23, 1714),
(19, 1715),
(27, 1716),
(24, 1717),
(21, 1718),
(11, 1719),
(5, 1720),
(13, 1721),
(22, 1722),
(14, 1723),
(29, 1724),
(15, 1725),
(17, 1726),
(22, 1727),
(9, 1728),
(3, 1729),
(29, 1730),
(4, 1731),
(6, 1732),
(7, 1733),
(8, 1734),
(6, 1735),
(10, 1736),
(8, 1737),
(19, 1738),
(5, 1739),
(21, 1740),
(26, 1741),
(2, 1742),
(9, 1743),
(8, 1744),
(4, 1745),
(7, 1746),
(5, 1747),
(11, 1748),
(20, 1749),
(8, 1750),
(7, 1751),
(28, 1752),
(26, 1753),
(24, 1754),
(15, 1755),
(12, 1756),
(6, 1757),
(16, 1758),
(23, 1759),
(24, 1760),
(29, 1761),
(9, 1762),
(16, 1763),
(18, 1764),
(8, 1765),
(9, 1766),
(17, 1767),
(29, 1768),
(16, 1769),
(21, 1770),
(28, 1771),
(15, 1772),
(8, 1773),
(13, 1774),
(18, 1775),
(3, 1776),
(1, 1777),
(6, 1778),
(11, 1779),
(9, 1780),
(11, 1781),
(9, 1782),
(29, 1783),
(23, 1784),
(16, 1785),
(18, 1786),
(7, 1787),
(28, 1788),
(7, 1789),
(11, 1790),
(6, 1791),
(8, 1792),
(29, 1793),
(20, 1794),
(24, 1795),
(6, 1796),
(10, 1797),
(20, 1798),
(21, 1799),
(6, 1800),
(12, 1801),
(5, 1802),
(16, 1803),
(5, 1804),
(14, 1805),
(13, 1806),
(17, 1807),
(8, 1808),
(8, 1809),
(8, 1810),
(3, 1811),
(2, 1812),
(17, 1813),
(7, 1814),
(5, 1815),
(8, 1816),
(23, 1817),
(19, 1818),
(6, 1819),
(26, 1820),
(23, 1821),
(15, 1822),
(12, 1823),
(24, 1824),
(27, 1825),
(19, 1826),
(21, 1827),
(28, 1828),
(25, 1829),
(17, 1830),
(9, 1831),
(16, 1832),
(10, 1833),
(3, 1834),
(24, 1835),
(17, 1836),
(5, 1837),
(13, 1838),
(28, 1839),
(1, 1840),
(10, 1841),
(20, 1842),
(25, 1843),
(2, 1844),
(27, 1845),
(13, 1846),
(6, 1847),
(8, 1848),
(16, 1849),
(29, 1850),
(21, 1851),
(7, 1852),
(29, 1853),
(4, 1854),
(3, 1855),
(16, 1856),
(16, 1857),
(4, 1858),
(23, 1859),
(1, 1860),
(3, 1861),
(14, 1862),
(26, 1863),
(9, 1864),
(12, 1865),
(8, 1866),
(2, 1867),
(10, 1868),
(26, 1869),
(15, 1870),
(11, 1871),
(3, 1872),
(27, 1873),
(20, 1874),
